,event_date,provider_account,total_price,total_price_usd,facebook-ads,google-ads,tiktok-ads,pinterest-ads,snapchat-ads,amazon
0,2022-07-23,beauty_shop_1,92286.900000000,92286.900000000,18602.040000000,2333.094820000,1455.440000000,0,0,0
0,2022-07-24,beauty_shop_1,85322.700000000,85322.700000000,18977.530000000,2509.921021000,1421.360000000,0,0,0
0,2022-07-25,beauty_shop_1,79336.680000000,79336.680000000,18003.280000000,2476.815075000,1388.270000000,0,0,0
0,2022-07-26,beauty_shop_1,64658.550000000,64658.550000000,17030.070000000,2223.595056000,1343.120000000,0,0,0
0,2022-07-27,beauty_shop_1,161698.540000000,161698.540000000,33489.000000000,3394.041345000,1316.480000000,0,0,0
0,2022-07-28,beauty_shop_1,135052.460000000,135052.460000000,27525.790000000,3654.715040000,1331.770000000,0,0,0
0,2022-07-29,beauty_shop_1,157109.550000000,157109.550000000,29399.380000000,3399.756898000,2058.880000000,0,0,0
0,2022-07-30,beauty_shop_1,115163.860000000,115163.860000000,18968.190000000,3024.019395000,1469.930000000,0,0,0
0,2022-07-31,beauty_shop_1,92523.310000000,92523.310000000,17147.440000000,2686.440542000,1426.720000000,0,0,0
0,2022-08-01,beauty_shop_1,93249.010000000,93249.010000000,17891.790000000,2930.240704000,1466.370000000,0,0,0
0,2022-08-02,beauty_shop_1,89361.880000000,89361.880000000,17162.410000000,2837.894566000,1493.940000000,0,0,0
0,2022-08-03,beauty_shop_1,106568.680000000,106568.680000000,17974.650000000,2738.557060000,1496.230000000,0,0,0
0,2022-08-04,beauty_shop_1,151756.230000000,151756.230000000,29123.960000000,2819.522359000,1469.660000000,0,0,0
0,2022-08-05,beauty_shop_1,221038.670000000,221038.670000000,39125.080000000,3930.773404000,1493.350000000,0,0,0
0,2022-08-06,beauty_shop_1,200301.560000000,200301.560000000,46299.120000000,3164.220043000,1487.020000000,0,0,0
0,2022-08-07,beauty_shop_1,186777.950000000,186777.950000000,43190.610000000,3643.296114000,1473.160000000,0,0,0
0,2022-08-08,beauty_shop_1,106176.060000000,106176.060000000,25450.330000000,2887.432064000,1466.090000000,0,0,0
0,2022-08-09,beauty_shop_1,106929.650000000,106929.650000000,19162.210000000,3148.705190000,1163.920000000,0,0,0
0,2022-08-10,beauty_shop_1,88972.770000000,88972.770000000,18150.390000000,2392.908410000,487.040000000,0,0,0
0,2022-08-11,beauty_shop_1,183232.600000000,183232.600000000,35740.160000000,3051.188322000,466.160000000,0,0,0
0,2022-08-12,beauty_shop_1,146455.600000000,146455.600000000,35071.920000000,3049.618909000,475.650000000,0,0,0
0,2022-08-13,beauty_shop_1,155611.580000000,155611.580000000,33480.670000000,3217.841496000,488.270000000,0,0,0
0,2022-08-14,beauty_shop_1,187037.890000000,187037.890000000,35017.200000000,3087.695802000,489.010000000,0,0,0
0,2022-08-15,beauty_shop_1,90772.630000000,90772.630000000,17280.060000000,3380.799778000,493.830000000,0,0,0
0,2022-08-16,beauty_shop_1,114737.380000000,114737.380000000,17300.540000000,3668.013843000,493.430000000,0,0,0
0,2022-08-17,beauty_shop_1,94672.400000000,94672.400000000,17456.100000000,3146.458416000,488.940000000,0,0,0
0,2022-08-18,beauty_shop_1,107347.810000000,107347.810000000,17870.390000000,2548.299284000,495.540000000,0,0,0
0,2022-08-19,beauty_shop_1,93996.570000000,93996.570000000,20562.400000000,3159.964405000,499.660000000,0,0,0
0,2022-08-20,beauty_shop_1,112817.850000000,112817.850000000,22594.550000000,3682.111815000,497.730000000,0,0,0
0,2022-08-21,beauty_shop_1,104597.470000000,104597.470000000,23845.070000000,3238.477803000,500.000000000,0,0,0
0,2022-08-22,beauty_shop_1,105379.970000000,105379.970000000,23229.450000000,2793.287634000,500.000000000,0,0,0
0,2022-08-23,beauty_shop_1,94103.900000000,94103.900000000,20864.560000000,2503.731653000,498.580000000,0,0,0
0,2022-08-24,beauty_shop_1,115080.220000000,115080.220000000,19637.710000000,3262.158126000,500.000000000,0,0,0
0,2022-08-25,beauty_shop_1,124993.300000000,124993.300000000,19703.680000000,2668.519556000,500.000000000,0,0,0
0,2022-08-26,beauty_shop_1,109143.680000000,109143.680000000,20497.490000000,3522.385509000,500.000000000,0,0,0
0,2022-08-27,beauty_shop_1,113855.970000000,113855.970000000,21222.190000000,2654.881751000,500.000000000,0,0,0
0,2022-08-28,beauty_shop_1,104567.730000000,104567.730000000,21803.770000000,2504.611270000,500.000000000,0,0,0
0,2022-08-29,beauty_shop_1,153586.470000000,153586.470000000,33306.830000000,3922.388059000,500.000000000,0,0,0
0,2022-08-30,beauty_shop_1,220823.670000000,220823.670000000,43590.360000000,3922.316448000,500.000000000,0,0,0
0,2022-08-31,beauty_shop_1,185921.420000000,185921.420000000,43340.100000000,3751.579763000,500.000000000,0,0,0
