,event_date,provider_account,total_price,total_price_usd,facebook-ads,google-ads,tiktok-ads,pinterest-ads,snapchat-ads,amazon
0,2022-09-01,beauty_shop_1,177463.880000000,177463.880000000,44107.500000000,3427.240294000,500.000000000,0,0,0
0,2022-09-02,beauty_shop_1,194503.430000000,194503.430000000,43833.570000000,3453.237926000,500.000000000,0,0,0
0,2022-09-03,beauty_shop_1,223373.980000000,223373.980000000,44861.190000000,4199.978867000,500.000000000,0,0,0
0,2022-09-04,beauty_shop_1,214738.540000000,214738.540000000,49321.640000000,4137.887990000,499.530000000,0,0,0
0,2022-09-05,beauty_shop_1,257852.580000000,257852.580000000,42696.860000000,4286.819316000,498.190000000,0,0,0
0,2022-09-06,beauty_shop_1,211537.690000000,211537.690000000,44714.660000000,4131.183742000,499.960000000,0,0,0
0,2022-09-07,beauty_shop_1,120749.700000000,120749.700000000,26067.220000000,3455.312257000,500.000000000,0,0,0
0,2022-09-08,beauty_shop_1,101229.180000000,101229.180000000,18784.840000000,3021.636028000,499.440000000,0,0,0
0,2022-09-09,beauty_shop_1,90247.770000000,90247.770000000,22886.560000000,2859.137200000,497.840000000,0,0,0
0,2022-09-10,beauty_shop_1,109749.550000000,109749.550000000,27403.960000000,5543.642933000,499.920000000,0,0,0
0,2022-09-11,beauty_shop_1,131318.130000000,131318.130000000,30293.460000000,6117.833275000,499.270000000,0,0,0
0,2022-09-12,beauty_shop_1,111028.200000000,111028.200000000,30491.300000000,4182.528367000,500.000000000,0,0,0
0,2022-09-13,beauty_shop_1,131341.670000000,131341.670000000,29809.960000000,3184.371571000,493.670000000,0,0,0
0,2022-09-14,beauty_shop_1,111921.110000000,111921.110000000,29253.300000000,2336.488302000,500.000000000,0,0,0
0,2022-09-15,beauty_shop_1,123454.730000000,123454.730000000,27676.150000000,2486.410754000,751.440000000,0,0,0
0,2022-09-16,beauty_shop_1,112820.400000000,112820.400000000,27584.830000000,2244.411138000,793.790000000,0,0,0
0,2022-09-17,beauty_shop_1,158001.160000000,158001.160000000,28138.720000000,2564.660327000,797.280000000,0,0,0
0,2022-09-18,beauty_shop_1,142451.460000000,142451.460000000,29526.850000000,3310.729459000,794.910000000,0,0,0
0,2022-09-19,beauty_shop_1,109464.380000000,109464.380000000,29184.100000000,2421.307933000,791.070000000,0,0,0
0,2022-09-20,beauty_shop_1,136633.780000000,136633.780000000,28092.730000000,2860.085372000,779.950000000,0,0,0
0,2022-09-21,beauty_shop_1,127545.750000000,127545.750000000,27690.890000000,4138.420154000,792.960000000,0,0,0
0,2022-09-22,beauty_shop_1,140701.460000000,140701.460000000,26894.630000000,4669.764669000,797.860000000,0,0,0
0,2022-09-23,beauty_shop_1,116119.800000000,116119.800000000,22275.070000000,3621.509433000,746.640000000,0,0,0
0,2022-09-24,beauty_shop_1,183959.290000000,183959.290000000,36653.000000000,3875.075501000,778.610000000,0,0,0
0,2022-09-25,beauty_shop_1,191825.500000000,191825.500000000,47343.730000000,8342.904004000,795.970000000,0,0,0
0,2022-09-26,beauty_shop_1,144753.840000000,144753.840000000,44926.250000000,2969.130587000,787.400000000,0,0,0
0,2022-09-27,beauty_shop_1,161848.350000000,161848.350000000,40908.290000000,2736.103917000,796.730000000,0,0,0
0,2022-09-28,beauty_shop_1,184529.810000000,184529.810000000,40429.560000000,3772.717247000,799.820000000,181.213602000,0,0
0,2022-09-29,beauty_shop_1,193867.520000000,193867.520000000,39460.690000000,2950.302158000,794.570000000,101.538748000,0,0
0,2022-09-30,beauty_shop_1,199005.740000000,199005.740000000,39004.580000000,2830.639288000,797.360000000,170.574399000,0,0
0,2022-10-01,beauty_shop_1,129305.430000000,129305.430000000,28671.230000000,2840.708101000,795.830000000,508.073384000,0,0
0,2022-10-02,beauty_shop_1,135707.740000000,135707.740000000,30716.090000000,2991.442292000,791.920000000,600.000000000,0,0
0,2022-10-03,beauty_shop_1,108613.080000000,108613.080000000,28918.460000000,2713.875836000,795.840000000,599.984323000,0,0
0,2022-10-04,beauty_shop_1,203425.290000000,203425.290000000,28687.460000000,3847.288829000,800.000000000,950.000000000,0,0
0,2022-10-05,beauty_shop_1,120333.230000000,120333.230000000,28116.730000000,4088.357816000,790.130000000,1200.000000000,0,0
0,2022-10-06,beauty_shop_1,117241.480000000,117241.480000000,26116.060000000,3423.798509000,785.450000000,600.000000000,0,0
0,2022-10-07,beauty_shop_1,160630.070000000,160630.070000000,26203.510000000,3612.666840000,798.520000000,600.000000000,0,0
0,2022-10-08,beauty_shop_1,158308.700000000,158308.700000000,26597.340000000,3233.104718000,796.790000000,1200.000000000,0,0
0,2022-10-09,beauty_shop_1,171651.110000000,171651.110000000,29062.150000000,3587.416876000,787.750000000,600.000000000,0,0
0,2022-10-10,beauty_shop_1,197589.610000000,197589.610000000,46136.190000000,3518.808772000,1102.510000000,1400.000000000,0,0
0,2022-10-11,beauty_shop_1,191531.600000000,191531.600000000,54703.020000000,3406.450320000,1199.520000000,2000.000000000,0,0
0,2022-10-12,beauty_shop_1,188289.090000000,188289.090000000,55330.340000000,4744.011360000,1194.650000000,1900.000000000,0,0
0,2022-10-13,beauty_shop_1,270870.530000000,270870.530000000,48592.870000000,4418.360565000,1188.770000000,1000.000000000,0,0
0,2022-10-14,beauty_shop_1,141723.370000000,141723.370000000,26372.830000000,3641.003123000,1560.750000000,1000.000000000,0,0
0,2022-10-15,beauty_shop_1,142244.030000000,142244.030000000,26347.190000000,4803.274339000,1585.380000000,1000.000000000,0,0
0,2022-10-16,beauty_shop_1,161283.850000000,161283.850000000,28445.580000000,4096.279879000,1590.430000000,2000.000000000,0,0
0,2022-10-17,beauty_shop_1,127584.130000000,127584.130000000,28015.830000000,4786.114716000,1874.620000000,1000.096831000,0,0
0,2022-10-18,beauty_shop_1,141045.670000000,141045.670000000,27217.620000000,3822.154119000,1957.980000000,1900.091560000,0,0
0,2022-10-19,beauty_shop_1,134110.770000000,134110.770000000,26683.560000000,2934.584843000,1977.060000000,1898.608761000,0,0
0,2022-10-20,beauty_shop_1,126924.720000000,126924.720000000,26533.350000000,3407.850084000,1970.760000000,1299.989250000,0,0
0,2022-10-21,beauty_shop_1,173041.790000000,173041.790000000,30601.360000000,4686.606442000,1993.020000000,1000.000000000,0,0
0,2022-10-22,beauty_shop_1,182128.770000000,182128.770000000,35645.500000000,3607.575050000,1986.300000000,1600.000000000,0,0
0,2022-10-23,beauty_shop_1,209939.850000000,209939.850000000,43029.270000000,3783.164280000,2000.000000000,1000.000000000,0,0
0,2022-10-24,beauty_shop_1,218175.620000000,218175.620000000,44660.820000000,3656.715072000,1992.220000000,1700.000000000,0,0
0,2022-10-25,beauty_shop_1,161596.960000000,161596.960000000,39928.260000000,4262.910928000,1975.150000000,1900.000000000,0,0
0,2022-10-26,beauty_shop_1,138313.290000000,138313.290000000,38987.650000000,4264.521589000,1989.470000000,1300.000000000,0,0
0,2022-10-27,beauty_shop_1,137910.050000000,137910.050000000,38469.830000000,3869.321642000,1981.940000000,1900.000000000,0,0
0,2022-10-28,beauty_shop_1,255679.170000000,255679.170000000,48355.110000000,2885.488465000,1998.050000000,1700.000000000,0,0
0,2022-10-29,beauty_shop_1,249999.100000000,249999.100000000,48646.950000000,3140.580238000,2000.000000000,1900.000000000,0,0
0,2022-10-30,beauty_shop_1,221142.620000000,221142.620000000,58506.960000000,3588.229427000,2157.710000000,1000.000000000,0,0
0,2022-10-31,beauty_shop_1,197980.020000000,197980.020000000,55332.640000000,3001.109913000,2500.000000000,1900.000000000,0,0
0,2022-11-01,beauty_shop_1,212313.270000000,212313.270000000,30771.740000000,5289.128802000,2499.850000000,1900.000000000,0,0
0,2022-11-02,beauty_shop_1,220947.040000000,220947.040000000,59739.180000000,3874.043720000,2589.380000000,1900.000000000,0,0
0,2022-11-03,beauty_shop_1,285706.220000000,285706.220000000,59220.920000000,3434.187767000,2748.050000000,1900.000000000,0,0
0,2022-11-04,beauty_shop_1,158364.870000000,158364.870000000,33275.540000000,2817.848148000,2739.310000000,1700.000000000,0,0
0,2022-11-05,beauty_shop_1,147605.640000000,147605.640000000,28344.980000000,3649.426337000,2750.000000000,1300.000000000,0,0
0,2022-11-06,beauty_shop_1,129663.180000000,129663.180000000,30184.980000000,3772.047799000,2750.000000000,1000.000000000,0,0
0,2022-11-07,beauty_shop_1,118405.270000000,118405.270000000,28378.380000000,2997.826280000,2648.710000000,1900.000000000,0,0
0,2022-11-08,beauty_shop_1,115878.110000000,115878.110000000,25708.550000000,2982.579680000,2750.000000000,1900.000000000,0,0
0,2022-11-09,beauty_shop_1,129715.150000000,129715.150000000,18310.670000000,2540.483654000,2874.370000000,1000.000000000,0,0
0,2022-11-10,beauty_shop_1,153373.570000000,153373.570000000,15945.990000000,3241.433486000,3406.240000000,1700.000000000,0,0
0,2022-11-11,beauty_shop_1,122127.340000000,122127.340000000,17329.770000000,2422.553562000,3500.000000000,999.846314000,0,0
0,2022-11-12,beauty_shop_1,144236.190000000,144236.190000000,20198.360000000,2731.172082000,3500.000000000,1000.000000000,0,0
0,2022-11-13,beauty_shop_1,153997.250000000,153997.250000000,25528.810000000,2323.136812000,4078.990000000,1900.000000000,0,0
0,2022-11-14,beauty_shop_1,171846.790000000,171846.790000000,29974.090000000,2637.202793000,4124.860000000,1300.000000000,0,0
0,2022-11-15,beauty_shop_1,159575.200000000,159575.200000000,33757.230000000,2639.437501000,4635.960000000,1000.000000000,0,0
0,2022-11-16,beauty_shop_1,164530.720000000,164530.720000000,33753.470000000,3141.255428000,5000.000000000,994.250343000,0,0
0,2022-11-17,beauty_shop_1,167119.480000000,167119.480000000,33341.470000000,3771.014607000,4988.740000000,900.112837000,0,0
0,2022-11-18,beauty_shop_1,457570.450000000,457570.450000000,52423.000000000,3924.019455000,5020.240000000,1500.000000000,0,0
0,2022-11-19,beauty_shop_1,450948.290000000,450948.290000000,65723.090000000,4760.602075000,6158.440000000,1400.000000000,0,0
0,2022-11-20,beauty_shop_1,495667.120000000,495667.120000000,84327.280000000,5281.763925000,7675.330000000,1400.000000000,0,0
0,2022-11-21,beauty_shop_1,368212.660000000,368212.660000000,79346.000000000,5175.751093000,7898.680000000,1400.043890000,0,0
0,2022-11-22,beauty_shop_1,322933.700000000,322933.700000000,64733.560000000,5095.294083000,7505.560000000,2500.000000000,0,0
0,2022-11-23,beauty_shop_1,347464.030000000,347464.030000000,64476.550000000,5100.853838000,7340.570000000,1400.000000000,0,0
0,2022-11-24,beauty_shop_1,402168.970000000,402168.970000000,90585.640000000,6598.613284000,7487.060000000,1400.000000000,0,0
0,2022-11-25,beauty_shop_1,846010.310000000,846010.310000000,188018.570000000,9537.197487000,7687.380000000,2700.000000000,0,0
0,2022-11-26,beauty_shop_1,546003.740000000,546003.740000000,111744.740000000,7860.755359000,7750.000000000,1400.046490000,0,0
0,2022-11-27,beauty_shop_1,511132.540000000,511132.540000000,101492.070000000,9100.672267000,7750.000000000,1400.000000000,0,0
0,2022-11-28,beauty_shop_1,617880.820000000,617880.820000000,103661.900000000,10002.771173000,5950.000000000,1636.859026000,0,0
0,2022-11-29,beauty_shop_1,364120.990000000,364120.990000000,71865.360000000,6354.176356000,5949.880000000,1000.399611000,0,0
0,2022-11-30,beauty_shop_1,403031.660000000,403031.660000000,60835.430000000,8363.270332000,5917.580000000,1000.205334000,0,0
0,2022-12-01,beauty_shop_1,199520.720000000,199520.720000000,39384.690000000,6384.722794000,5529.330000000,980.571204000,0,0
0,2022-12-02,beauty_shop_1,187463.030000000,187463.030000000,39807.490000000,6283.262666000,5396.440000000,2000.000000000,0,0
0,2022-12-03,beauty_shop_1,280432.690000000,280432.690000000,41067.620000000,6339.451443000,5500.000000000,2000.000000000,0,0
0,2022-12-04,beauty_shop_1,257205.670000000,257205.670000000,45692.020000000,6673.674735000,5498.490000000,1300.000000000,0,0
0,2022-12-05,beauty_shop_1,222628.610000000,222628.610000000,45985.320000000,5864.601973000,4861.430000000,1800.000000000,0,0
0,2022-12-06,beauty_shop_1,258178.650000000,258178.650000000,51594.260000000,6234.714462000,5440.160000000,1000.000000000,0,0
0,2022-12-07,beauty_shop_1,245153.960000000,245153.960000000,61621.500000000,6584.129694000,5496.710000000,1000.056447000,0,0
0,2022-12-08,beauty_shop_1,234901.770000000,234901.770000000,54337.590000000,4982.070369000,5000.000000000,1000.000000000,0,0
0,2022-12-09,beauty_shop_1,209971.730000000,209971.730000000,34448.600000000,5557.840582000,4000.000000000,1000.044331000,0,0
0,2022-12-10,beauty_shop_1,214086.450000000,214086.450000000,30926.800000000,7142.429901000,4000.000000000,1000.000000000,0,0
0,2022-12-11,beauty_shop_1,219635.080000000,219635.080000000,36086.190000000,6991.588690000,4000.000000000,1800.000000000,0,0
0,2022-12-12,beauty_shop_1,256517.940000000,256517.940000000,37716.060000000,6887.363237000,4000.000000000,2000.000000000,0,0
0,2022-12-13,beauty_shop_1,223707.360000000,223707.360000000,34365.980000000,6815.722820000,3984.020000000,1000.000000000,0,0
0,2022-12-14,beauty_shop_1,198129.980000000,198129.980000000,25211.710000000,5297.816739000,3000.000000000,1000.000000000,0,0
0,2022-12-15,beauty_shop_1,168628.190000000,168628.190000000,25343.120000000,5762.734156000,3000.000000000,1000.000000000,0,0
0,2022-12-16,beauty_shop_1,160582.970000000,160582.970000000,24920.420000000,6092.747653000,3000.000000000,1000.000000000,0,0
0,2022-12-17,beauty_shop_1,205929.290000000,205929.290000000,24514.000000000,4731.739461000,3000.000000000,1000.011128000,0,0
0,2022-12-18,beauty_shop_1,143713.620000000,143713.620000000,27646.010000000,4344.072047000,3000.000000000,1000.000000000,0,0
0,2022-12-19,beauty_shop_1,123757.260000000,123757.260000000,27034.730000000,4036.764376000,3000.000000000,2000.000000000,0,0
0,2022-12-20,beauty_shop_1,115215.390000000,115215.390000000,26870.840000000,5019.889872000,2000.000000000,449.843494000,0,0
0,2022-12-21,beauty_shop_1,126793.290000000,126793.290000000,25483.820000000,5986.782864000,2000.000000000,1000.008314000,0,0
0,2022-12-22,beauty_shop_1,134258.940000000,134258.940000000,28883.800000000,2534.233648000,2000.000000000,1000.000000000,0,0
0,2022-12-23,beauty_shop_1,153174.000000000,153174.000000000,37731.390000000,3325.432763000,1966.650000000,5.139574000,0,0
0,2022-12-24,beauty_shop_1,121286.110000000,121286.110000000,40251.900000000,2416.945179000,2000.000000000,0E-9,0,0
0,2022-12-25,beauty_shop_1,124336.990000000,124336.990000000,48344.570000000,2733.093292000,2000.000000000,0E-9,0,0
0,2022-12-26,beauty_shop_1,250590.750000000,250590.750000000,46245.060000000,4096.594773000,2000.000000000,0E-9,0,0
0,2022-12-27,beauty_shop_1,232456.670000000,232456.670000000,47037.310000000,4284.366918000,2016.090000000,0E-9,0,0
0,2022-12-28,beauty_shop_1,253607.890000000,253607.890000000,48503.090000000,4695.534924000,2500.000000000,0E-9,0,0
0,2022-12-29,beauty_shop_1,234635.950000000,234635.950000000,49754.410000000,4987.338281000,2883.050000000,0E-9,0,0
0,2022-12-30,beauty_shop_1,236789.460000000,236789.460000000,49829.490000000,5068.633977000,3150.870000000,0E-9,0,0
0,2022-12-31,beauty_shop_1,287065.790000000,287065.790000000,50592.940000000,4811.386922000,3774.150000000,0E-9,0,0
0,2023-01-01,beauty_shop_1,250173.700000000,250173.700000000,59585.830000000,4099.732352000,4275.680000000,0E-9,0,0
0,2023-01-02,beauty_shop_1,309982.880000000,309982.880000000,62627.900000000,5040.346873000,4600.000000000,0E-9,0,0
0,2023-01-03,beauty_shop_1,175385.260000000,175385.260000000,53281.730000000,3741.114594000,4600.000000000,0E-9,0,0
0,2023-01-04,beauty_shop_1,194691.210000000,194691.210000000,51266.190000000,3558.908620000,4827.720000000,0E-9,0,0
0,2023-01-05,beauty_shop_1,233169.650000000,233169.650000000,53124.170000000,3633.574958000,5098.780000000,0E-9,0,0
0,2023-01-06,beauty_shop_1,246308.750000000,246308.750000000,52442.430000000,3918.117265000,5100.000000000,0E-9,0,0
0,2023-01-07,beauty_shop_1,240450.000000000,240450.000000000,50916.240000000,4139.618231000,5096.220000000,0E-9,0,0
0,2023-01-08,beauty_shop_1,260291.050000000,260291.050000000,55727.370000000,3985.906088000,5098.900000000,0E-9,0,0
0,2023-01-09,beauty_shop_1,173991.740000000,173991.740000000,51100.350000000,4188.442332000,4464.250000000,0,0,0
0,2023-01-10,beauty_shop_1,178421.970000000,178421.970000000,47083.080000000,3952.593701000,4799.340000000,0E-9,0,0
0,2023-01-11,beauty_shop_1,185087.900000000,185087.900000000,39948.990000000,3753.275481000,3581.070000000,0E-9,0,0
0,2023-01-12,beauty_shop_1,180013.340000000,180013.340000000,40289.920000000,3253.403533000,2983.110000000,0E-9,0,0
0,2023-01-13,beauty_shop_1,196921.110000000,196921.110000000,40739.590000000,3613.573703000,2996.120000000,0E-9,0,0
0,2023-01-14,beauty_shop_1,240324.190000000,240324.190000000,41123.640000000,4739.527908000,2999.020000000,0E-9,0,0
0,2023-01-15,beauty_shop_1,275812.770000000,275812.770000000,44504.440000000,4563.216535000,2992.660000000,0E-9,0,0
0,2023-01-16,beauty_shop_1,272741.980000000,272741.980000000,42565.390000000,4404.694971000,2965.930000000,0E-9,0,0
0,2023-01-17,beauty_shop_1,226143.210000000,226143.210000000,41348.760000000,4399.436829000,2790.630000000,0E-9,0,0
0,2023-01-18,beauty_shop_1,255470.560000000,255470.560000000,39940.760000000,5221.722729000,3000.000000000,0E-9,0,0
0,2023-01-19,beauty_shop_1,208466.320000000,208466.320000000,39655.740000000,4425.935584000,2997.710000000,0E-9,0,0
0,2023-01-20,beauty_shop_1,203336.470000000,203336.470000000,40104.360000000,4544.894508000,2998.390000000,0E-9,0,0
0,2023-01-21,beauty_shop_1,186119.170000000,186119.170000000,35858.170000000,4907.411853000,2996.170000000,0E-9,0,0
0,2023-01-22,beauty_shop_1,229859.930000000,229859.930000000,36830.440000000,4750.149609000,2996.280000000,0,0,0
0,2023-01-23,beauty_shop_1,148655.230000000,148655.230000000,34197.470000000,3868.719129000,1979.080000000,0E-9,0,0
0,2023-01-24,beauty_shop_1,173294.780000000,173294.780000000,32494.030000000,4367.618123000,1799.220000000,0E-9,0,0
0,2023-01-25,beauty_shop_1,176132.890000000,176132.890000000,31919.950000000,3851.909143000,1800.000000000,0E-9,0,0
0,2023-01-26,beauty_shop_1,178801.520000000,178801.520000000,33657.710000000,3824.485397000,1800.000000000,0E-9,0,0
0,2023-01-27,beauty_shop_1,282465.070000000,282465.070000000,43377.400000000,4095.733138000,1927.670000000,0E-9,0,0
0,2023-01-28,beauty_shop_1,252191.820000000,252191.820000000,50570.550000000,5460.684230000,2293.770000000,0E-9,0,0
0,2023-01-29,beauty_shop_1,277334.460000000,277334.460000000,57225.400000000,6624.558940000,2491.910000000,0E-9,0,0
0,2023-01-30,beauty_shop_1,200734.180000000,200734.180000000,49412.300000000,5887.587490000,2497.970000000,0E-9,0,0
0,2022-01-02,beauty_shop_2,468769.930000000,468769.930000000,116949.050000000,37364.380759000,2775.000000000,3000.000000000,0,0
0,2022-01-03,beauty_shop_2,395455.510000000,395455.510000000,114443.350000000,34574.200341000,2900.000000000,3032.607323000,0,0
0,2022-01-04,beauty_shop_2,416588.670000000,416588.670000000,120620.050000000,35085.598945000,2800.000000000,3000.000000000,0,0
0,2022-01-05,beauty_shop_2,398908.780000000,398908.780000000,123490.580000000,33940.129567000,2800.000000000,3812.634235000,0,0
0,2022-01-06,beauty_shop_2,388845.810000000,388845.810000000,122018.890000000,33038.435389000,2629.740000000,4878.715312000,0,0
0,2022-01-07,beauty_shop_2,386849.840000000,386849.840000000,114172.260000000,32841.925554000,2600.170000000,3077.637264000,0,0
0,2022-01-08,beauty_shop_2,385529.530000000,385529.530000000,108126.620000000,35088.325741000,2528.800000000,3140.780924000,0,0
0,2022-01-09,beauty_shop_2,477183.960000000,477183.960000000,110654.280000000,36540.480596000,2059.440000000,3061.052842000,0,0
0,2022-01-10,beauty_shop_2,277912.450000000,277912.450000000,80029.440000000,26824.294558000,2300.000000000,2627.104056000,0,0
0,2022-01-11,beauty_shop_2,262372.250000000,262372.250000000,80935.680000000,26097.325862000,2078.950000000,2400.053784000,0,0
0,2022-01-12,beauty_shop_2,273650.470000000,273650.470000000,79419.280000000,24645.949150000,1734.980000000,2400.000000000,0,0
0,2022-01-13,beauty_shop_2,274791.650000000,274791.650000000,78207.640000000,23747.813368000,1816.290000000,2400.000000000,0,0
0,2022-01-14,beauty_shop_2,281241.280000000,281241.280000000,80340.140000000,21040.662678000,2140.890000000,3714.207425000,0,0
0,2022-01-15,beauty_shop_2,305649.120000000,305649.120000000,82686.400000000,21712.490921000,2150.000000000,2000.154467000,0,0
0,2022-01-16,beauty_shop_2,317748.030000000,317748.030000000,86214.840000000,23864.990868000,1759.190000000,2243.422444000,0,0
0,2022-01-17,beauty_shop_2,294707.980000000,294707.980000000,80905.000000000,22433.992022000,1330.120000000,2000.000000000,0,0
0,2022-01-18,beauty_shop_2,297672.490000000,297672.490000000,74173.490000000,20632.792121000,1099.490000000,2000.000000000,0,0
0,2022-01-19,beauty_shop_2,310271.140000000,310271.140000000,79942.850000000,21454.308075000,1132.460000000,3118.790788000,0,0
0,2022-01-20,beauty_shop_2,320467.710000000,320467.710000000,84688.970000000,20614.450812000,1075.770000000,2850.791815000,0,0
0,2022-01-21,beauty_shop_2,308274.750000000,308274.750000000,84039.930000000,19575.415674000,1307.600000000,1997.290270000,0,0
0,2022-01-22,beauty_shop_2,317590.160000000,317590.160000000,80151.830000000,20227.066850000,1468.230000000,2763.649867000,0,0
0,2022-01-23,beauty_shop_2,331383.650000000,331383.650000000,86166.890000000,21651.303938000,1574.860000000,2033.953550000,0,0
0,2022-01-24,beauty_shop_2,364565.870000000,364565.870000000,82712.650000000,22258.649106000,1380.590000000,2248.383239000,0,0
0,2022-01-25,beauty_shop_2,329311.400000000,329311.400000000,78617.720000000,26800.658948000,1279.600000000,1664.506785000,0,0
0,2022-01-26,beauty_shop_2,414770.580000000,414770.580000000,68070.100000000,24880.395088000,1319.670000000,1459.247190000,0,0
0,2022-01-27,beauty_shop_2,396153.660000000,396153.660000000,70671.120000000,24018.764269000,1763.510000000,2107.043607000,0,0
0,2022-01-28,beauty_shop_2,357751.310000000,357751.310000000,71328.190000000,22069.000319000,1776.530000000,1665.947774000,0,0
0,2022-01-29,beauty_shop_2,418374.750000000,418374.750000000,71228.480000000,24911.648646000,1775.730000000,1653.285520000,0,0
0,2022-01-30,beauty_shop_2,462733.160000000,462733.160000000,71463.050000000,29192.030266000,1767.220000000,3084.895823000,0,0
0,2022-01-31,beauty_shop_2,329906.650000000,329906.650000000,66886.430000000,24967.102397000,1838.640000000,3166.154357000,0,0
0,2022-02-01,beauty_shop_2,338539.730000000,338539.730000000,65219.070000000,26071.905012000,1555.970000000,2023.691034000,0,0
0,2022-02-02,beauty_shop_2,329691.860000000,329691.860000000,62668.250000000,26258.668552000,1309.740000000,1709.047611000,0,0
0,2022-02-03,beauty_shop_2,322410.490000000,322410.490000000,61917.850000000,26420.579738000,1343.630000000,1905.755981000,0,0
0,2022-02-04,beauty_shop_2,304916.250000000,304916.250000000,63641.770000000,25183.164668000,1674.750000000,2470.461296000,0,0
0,2022-02-05,beauty_shop_2,336546.080000000,336546.080000000,63975.860000000,28321.524668000,1841.400000000,2463.753981000,0,0
0,2022-02-06,beauty_shop_2,315979.970000000,315979.970000000,66536.580000000,30688.286925000,1572.460000000,3094.786401000,0,0
0,2022-02-07,beauty_shop_2,302096.140000000,302096.140000000,60200.110000000,25566.047334000,1578.770000000,3962.706631000,0,0
0,2022-02-08,beauty_shop_2,309864.640000000,309864.640000000,61024.520000000,26943.774658000,1722.080000000,3472.353975000,0,0
0,2022-02-09,beauty_shop_2,313365.710000000,313365.710000000,58929.260000000,25746.577228000,1962.660000000,4100.550518000,0,0
0,2022-02-10,beauty_shop_2,289666.730000000,289666.730000000,59471.930000000,24441.081764000,2207.980000000,4614.876718000,0,0
0,2022-02-11,beauty_shop_2,262884.150000000,262884.150000000,62283.050000000,20780.207575000,1982.010000000,4971.919843000,0,0
0,2022-02-12,beauty_shop_2,303577.570000000,303577.570000000,60552.430000000,22440.173383000,2044.130000000,4809.858506000,0,0
0,2022-02-13,beauty_shop_2,291895.670000000,291895.670000000,65811.270000000,23410.664280000,1903.590000000,3129.843352000,0,0
0,2022-02-14,beauty_shop_2,263525.200000000,263525.200000000,62966.680000000,17898.260574000,1877.120000000,3238.029674000,0,0
0,2022-02-15,beauty_shop_2,333072.220000000,333072.220000000,64707.810000000,23637.842030000,1855.050000000,5466.982867000,0,0
0,2022-02-16,beauty_shop_2,324134.620000000,324134.620000000,64638.970000000,31180.666036000,1917.800000000,3744.638652000,0,0
0,2022-02-17,beauty_shop_2,310956.310000000,310956.310000000,64228.540000000,33591.804091000,1875.650000000,4262.238558000,0,0
0,2022-02-18,beauty_shop_2,291074.890000000,291074.890000000,62698.600000000,31015.871731000,1912.000000000,4895.253460000,0,0
0,2022-02-19,beauty_shop_2,312929.650000000,312929.650000000,68272.650000000,33022.280731000,1885.790000000,5160.641727000,0,0
0,2022-02-20,beauty_shop_2,315635.450000000,315635.450000000,75904.030000000,31532.264639000,1882.400000000,3200.019859000,0,0
0,2022-02-21,beauty_shop_2,295913.710000000,295913.710000000,75150.630000000,29525.468106000,1523.000000000,5268.208360000,0,0
0,2022-02-22,beauty_shop_2,322312.380000000,322312.380000000,78087.450000000,28460.793416000,1415.740000000,4166.238888000,0,0
0,2022-02-23,beauty_shop_2,354081.230000000,354081.230000000,76922.690000000,30171.571285000,1443.950000000,4286.699965000,0,0
0,2022-02-24,beauty_shop_2,491028.490000000,491028.490000000,85096.840000000,35144.270624000,1241.220000000,3190.573541000,0,0
0,2022-02-25,beauty_shop_2,417015.150000000,417015.150000000,87636.330000000,34592.855730000,1900.000000000,4873.393727000,0,0
0,2022-02-26,beauty_shop_2,492971.050000000,492971.050000000,83298.280000000,39970.580560000,1900.000000000,3150.000000000,0,0
0,2022-02-27,beauty_shop_2,553947.160000000,553947.160000000,85622.560000000,43796.304641000,1900.000000000,3274.148967000,0,0
0,2022-02-28,beauty_shop_2,865922.030000000,865922.030000000,83299.690000000,39551.461379000,2473.250000000,3015.895181000,0,0
0,2022-03-01,beauty_shop_2,377241.520000000,377241.520000000,71349.080000000,33000.105528000,2398.370000000,5096.484191000,0,0
0,2022-03-02,beauty_shop_2,314175.080000000,314175.080000000,65942.520000000,31485.185780000,2394.310000000,2244.706373000,0,0
0,2022-03-03,beauty_shop_2,321841.980000000,321841.980000000,64561.030000000,26667.105278000,2275.540000000,2020.339480000,0,0
0,2022-03-04,beauty_shop_2,307728.290000000,307728.290000000,65389.380000000,24158.518803000,2300.000000000,1803.723173000,0,0
0,2022-03-05,beauty_shop_2,312232.420000000,312232.420000000,64458.210000000,26476.583470000,2193.130000000,2050.344653000,0,0
0,2022-03-06,beauty_shop_2,324909.650000000,324909.650000000,67064.650000000,28509.434244000,1859.440000000,1757.790210000,0,0
0,2022-03-07,beauty_shop_2,302393.860000000,302393.860000000,73102.920000000,25239.976748000,1449.870000000,2381.631145000,0,0
0,2022-03-08,beauty_shop_2,289995.670000000,289995.670000000,79733.300000000,25974.500890000,1517.830000000,3046.680017000,0,0
0,2022-03-09,beauty_shop_2,293844.900000000,293844.900000000,83172.010000000,23472.086839000,1477.800000000,3103.608315000,0,0
0,2022-03-10,beauty_shop_2,290221.190000000,290221.190000000,91450.290000000,22840.723348000,256.190000000,2831.458600000,0,0
0,2022-03-11,beauty_shop_2,256077.470000000,256077.470000000,87248.300000000,23210.127833000,1406.960000000,2806.839738000,0,0
0,2022-03-12,beauty_shop_2,305464.640000000,305464.640000000,82507.430000000,25844.617860000,1510.890000000,2828.843440000,0,0
